user	date	time	text																								
																											
																											
"
DirectAction,02-11-2015,11:11 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Outlaw of the Night																											
																											
																											
Society does whatever it's told to	 tell them to burn themselves alive and they'll do it.																										
It's not hard to understand.																											
																											
																											
Society does whatever the jews and their puppets tell it to do.																											
																											
																											
"
VIVA EL TIO,02-11-2015,11:15 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
sorry for disagreeing whit many of you and sorry for my english																											
my sister and i have seen the same amount of the interacial delusions																											
the same teachings of the insane zionist	the same multicultural garbage and have not convinced us of anithing	plus give us great rejection																									
even my sister is phisically broken down to just smell a negro	she must be the most racist person in the world 																										
anyway the propaganda is fierce and restless	but it depends on us believe or not																										
																											
																											
"
Aesculapius,02-17-2015,01:38 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Oh! Oh! - Have we EVER been brainwashed. This is a must-read. Get a cup or coffee... http://www.stopthecrime.net/docs/THE...-ADVENTURE.pdf																											
A judge bares all and we NEED to KNOW what he says. Share with your friends and families.																											
																											
																											
"
Coldstar,02-17-2015,03:54 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Aesculapius																											
																											
																											
Oh! Oh! - Have we EVER been brainwashed. This is a must-read. Get a cup or coffee... http://www.stopthecrime.net/docs/THE...-ADVENTURE.pdf																											
A judge bares all and we NEED to KNOW what he says. Share with your friends and families.																											
																											
																											
I have just started reading the pdf and it states:																											
Quote:																											
																											
America is not a free or constitutional country.																											
Factually	 it isn’t even a country! America is a privately owned																										
French corporation and its motive of operation	 known as																										
politics	 government	 courts	 laws	 currency and commerce are																							
merely the bi-products of several greedy	 vivid and intellectual																										
imaginations belonging to the Royal and Elite of Europe and																											
controlled with the aid of their foreign agents and slave drivers																											
who act in America under the protection of the Foreign																											
Sovereign Immunities Act.																											
																											
																											
A privately owned French corporation	 is that really what America is? How come I have never heard of this?AFTER READING MORE OF THIS I came to the conclusion that this is a totally FAKE document. Somebody is pulling our legs. It sounds more as if Alex Jones is the origin of this! More likely this piece is supposed to mock Alex Jones who comes up with similar nonsense.																										
																											
																											
																											
																											
																											
																											
__________________																											
$																											
$............$																											
...$... 																											
$............$																											
$JEWMERICAKeep Stormfront Alive & Growing																											
																											
																											
																											
																											
																											
Last edited by Coldstar; 02-17-2015 at 07:47 PM.																											
																											
																											
																											
"
Oldthinker,02-17-2015,05:45 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
The AmerIndians are the descendants of the lost Atlantis? Hmm ... interesting. 																											
																											
"
Aesculapius,02-24-2015,04:50 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
Jon Rappoport's work deals a lot with brainwashing. This is from an article he published today: 																											
Quote:																											
																											
"The News: mind control through """"cognitive dissonance""""..."																											
From the viewpoint of elite television news	" controlling the minds of its audience depends on what's politely called """"cognitive dissonance"""":"																										
As the anchor recites a news story	 the viewer sees an obvious hole through which he could drive a truck.																										
The story makes no sense	 yet it's being presented as bland fact. The trusted anchor clearly has no problem with it.																										
What's the viewer to do? He experiences a contradiction	" a """"dissonance."""""																										
For example	 this year's flu vaccine. The US government has admitted the vaccine is geared to a flu virus that isn't circulating in the population. Therefore	 even by conventional standards	 the vaccine is useless. But the kicker is	 the CDC says people should take the vaccine anyway.																							
The anchor relays all this information---and never seriously questions the situation	 never torpedoes the government for recommending the vaccine...																										
The introduction of contradiction	 dissonance	 and absurdity parading as ordinary reality is an intentional feature of brainwashing.																									
																											
																											
See the full article with examples at https://jonrappoport.wordpress.com/2...ve-dissonance/																											
																											
																											
"
Aesculapius,04-22-2015,02:47 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
One of the saddest lessons of history is this: If weve been bamboozled long enough	 we tend to reject any evidence of the bamboozle. Were no longer interested in finding out the truth. The bamboozle has captured us. Its simply too painful to acknowledge	 even to ourselves	 that weve been taken. Once you give a charlatan power over you	 you almost never get it back.  Carl Sagan																							
																											
																											
See: Entire Western Media is a Troll Army | Veterans News Now Excerpt:																											
Quote:																											
																											
Entire Western Media is a Troll Army																											
Western public are under oppressive occupation of a troll army  otherwise known as Western corporate news media. In unison	 they are functioning as a global ministry of propaganda.																										
by Finian Cunningham																											
The frantic spell of Western media behavior could be a case-study in how it is centrally manipulated with a political agenda and thought-control. Editors at major Western media corporations are evidently following a political line cast by Washington and its European allies.																											
The multi-billion-dollar Western news media networks are replete with an unquestioning	 unwavering anti-Russian agenda. This agenda is recklessly inflaming international tensions to the point of inciting further conflict and even an all-out global war.																										
The roll of dishonor includes stellar corporate names	 from CNN	 New York Times	 Washington Post	 BBC	 Financial Times	 Guardian	 France 24	 Deutsche Welle	 and many more. It is a veritable troll army marching in lockstep with their governments agenda of disinformation...																		
																											
																											
																											
																											
																											
"
OLYMPUS,04-22-2015,03:21 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Coldstar																											
																											
																											
I have just started reading the pdf and it states:																											
A privately owned French corporation	 is that really what America is? How come I have never heard of this?AFTER READING MORE OF THIS I came to the conclusion that this is a totally FAKE document. Somebody is pulling our legs. It sounds more as if Alex Jones is the origin of this! More likely this piece is supposed to mock Alex Jones who comes up with similar nonsense.																										
																											
																											
"Alex Jones is a joke. He is into conspiracy theories and fails to see the anti-white policies that are applied world-wide. Also he talks about some mysterious """"globalists"""" who are the enemies of the world without ever naming them!"																											
He sells crap for a living. 																											
																											
"
OLYMPUS,04-22-2015,03:23 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by WarriorPriest																											
																											
																											
The bible is the only and oldest text to warn about this. Deuteronomy 28:																											
																											
																											
The Bible (I am referring to the Old Testament now) is also full of perversions and Jewish racism	 chauvinism and supremacy. The Old Testament is absolutely anti-Christian AND more importantly	 anti-white.																									
																											
																											
"
ItaliaNord,04-22-2015,03:29 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by OLYMPUS																											
																											
																											
The Bible (I am referring to the Old Testament now) is also full of perversions and Jewish racism	 chauvinism and supremacy. The Old Testament is absolutely anti-Christian AND more importantly	 anti-white.																									
																											
																											
And that is why we Christians adhere to the New Testament. 																											
																											
"
Coldstar,04-22-2015,09:10 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Saxon Born																											
																											
																											
My Mother survived the Dresden bombings of WWII. She came to the West with only the clothes she had on	 no white Priveledge here. Black people use the term very effectively to goad us into White Guilt. All of this can be seen as brain washing. Even how Blacks that play sports are held in such high regard	 Rappers	" the constant manipulative TV shows and commercials. My whole life I was brought up to understand that White people did evil things to all """"minorities"""" when the reality is a different story. I am only now starting g to understand the Jewish role in all of it."																								
																											
																											
Most of us Whites got no privilege whatsoever. Not I	 not my husband	 not anyone in our families. We worked hard often for little pay	 even when ill	 or starved and died.																							
																											
																											
"
OLYMPUS,04-23-2015,01:44 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by ItaliaNord																											
																											
																											
And that is why we Christians adhere to the New Testament. 																											
																											
																											
As far as I know	 the Christian religion accepts the Old Testament too	 even though it is based upon the New Testament.																									
																											
																											
"
Wolvater,04-23-2015,07:47 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
christianity is comunism																											
																											
																											
"
Coldstar,04-23-2015,09:02 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Wolvater																											
																											
																											
christianity is comunism																											
																											
																											
Is it?																											
"The Bible says that """"they who do not work shall not eat."""" (2 Thes. 3:10 and 1 Timothy 5:8)"																											
I never knew that communism has that as a slogan.																											
																											
																											
																											
																											
																											
																											
__________________																											
$																											
$............$																											
...$... 																											
$............$																											
$JEWMERICAKeep Stormfront Alive & Growing																											
																											
																											
"
Wolvater,04-23-2015,09:09 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Coldstar																											
																											
																											
Is it?																											
"The Bible says that """"they who do not work shall not eat."""" (2 Thes. 3:10 and 1 Timothy 5:8)"																											
I never knew that communism has that as a slogan.																											
																											
																											
in a comunist regime you work as a slave and receive only what needed for surviving. Yes in a comunism regime those who don´t work don´t eat.																											
																											
																											
"
Coldstar,04-23-2015,09:16 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Wolvater																											
																											
																											
in a comunist regime you work as a slave and receive only what needed for surviving. Yes in a comunism regime those who don´t work don´t eat.																											
																											
																											
Do the communists not claim that they take from the rich and give to the poor? This may not be what really happens but I am quite sure that is what they promised before they took over.																											
																											
																											
"
Wolvater,04-23-2015,09:20 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
as in comunism	 christians take a random quote from the dogma to justify anything	 it is so vague an uncientific that it can justify any point of view. The authority figure can use it´s nebulous doctrine as an excuse to any action.																									
They ignore the contradictions and when someone point one quote of their own dogma to make a point they resort to other quote to antagonize																											
for instance	I call on this quote ´´And I will bless those who bless you(Israel)	 And the one who curses you I will curse. And in you all the families of the earth will be blessed.´´																									
what is your quote																											
																											
																											
"
Wolvater,04-23-2015,09:24 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Coldstar																											
																											
																											
Do the communists not claim that they take from the rich and give to the poor? This may not be what really happens but I am quite sure that is what they promised before they took over.																											
																											
																											
exactly like the church. They claime rich people are evil but they themselfs accumulate all the wealth in the world. In soviet union the leaders were all bilionaries	 in cuba fidel castro has a fortune of 900 bilion dollars	 The vatican has lot of wealth. They claim you should give away your wealth but they get all the wealth they can get.																									
																											
																											
"
Coldstar,04-23-2015,10:54 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Wolvater																											
																											
																											
as in comunism	 christians take a random quote from the dogma to justify anything	 it is so vague an uncientific that it can justify any point of view. The authority figure can use it´s nebulous doctrine as an excuse to any action.																									
They ignore the contradictions and when someone point one quote of their own dogma to make a point they resort to other quote to antagonize																											
for instance	I call on this quote ´´And I will bless those who bless you(Israel)	 And the one who curses you I will curse. And in you all the families of the earth will be blessed.´´																									
what is your quote																											
																											
																											
You cannot throw all people who call themselves Christians into the same basket because their interpretation of the Scriptures differs from denomination to denomination. 																											
"Your blessings of Israel quote is early Old Testament and could only be applied to that time and those people. Both are long gone and the people who are called """"Israel"""" today are Jews and these are actually Edomites and Mount Seir is their heritage. "																											
Edom/Esau has returned into the ancient lands	 not Israel. They can call themselves Israel but that does not make them Israel.																										
																											
																											
"
Coldstar,04-23-2015,11:00 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Wolvater																											
																											
																											
exactly like the church. They claime rich people are evil but they themselfs accumulate all the wealth in the world. In soviet union the leaders were all bilionaries	 in cuba fidel castro has a fortune of 900 bilion dollars	 The vatican has lot of wealth. They claim you should give away your wealth but they get all the wealth they can get.																									
																											
																											
The Old Testament requested tithing but in the New Testament tithing was abolished. A good church only takes what is needed to function.																											
																											
																											
																											
																											
																											
Last edited by Coldstar; 04-23-2015 at 03:23 PM.																											
																											
																											
																											
"
Clytemnestra,04-23-2015,03:07 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
A lot of posters here believe that the best way to protect their children is to ban all television and movies from their lives. The problem is that the children will eventually be exposed and still be defenseless to the propaganda being aired.																											
I think that WNist parents should make a point of not allowing their minor children to see a film or television unless their parents are with them. It is better to expose the children to the media as informed viewers. IOW	 you can point out the anti-White memes	 biases	 stereotypes	 and formulas being presented. You can teach your children to recognize them. 																							
Be funny and ironic and all-knowing. Most people are conspiracy buffs at heart and if you insert running Pro-White or WNist commentary through the show	 and encourage the young to share what they observe	 then it's a teachable moment. They will want to show off their secret knowledge to their friends and so on.																									
I agree with the gentleman who forced his children not only to be independent teachers but proficient in martial arts	 but I also think that it would behoove every WN to get their children interested in social psychology.																										
That way	 they learn about various tactics	 like the foot-in-the-door technique and they can't be manipulated into acting against their own interests.																									
																											
																											
"
Coldstar,04-23-2015,03:26 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Clytemnestra																											
																											
																											
A lot of posters here believe that the best way to protect their children is to ban all television and movies from their lives. The problem is that the children will eventually be exposed and still be defenseless to the propaganda being aired.																											
I think that WNist parents should make a point of not allowing their minor children to see a film or television unless their parents are with them. It is better to expose the children to the media as informed viewers. IOW	 you can point out the anti-White memes	 biases	 stereotypes	 and formulas being presented. You can teach your children to recognize them. 																							
Be funny and ironic and all-knowing. Most people are conspiracy buffs at heart and if you insert running Pro-White or WNist commentary through the show	 and encourage the young to share what they observe	 then it's a teachable moment. They will want to show off their secret knowledge to their friends and so on.																									
I agree with the gentleman who forced his children not only to be independent teachers but proficient in martial arts	 but I also think that it would behoove every WN to get their children interested in social psychology.																										
That way	 they learn about various tactics	 like the foot-in-the-door technique and they can't be manipulated into acting against their own interests.																									
																											
																											
This is a good post. I raised my children like this and they have developed their own minds	 thinking for themselves	 and they are always on guard against any sort of manipulation.																									
																											
																											
"
vikingcelt,04-23-2015,03:37 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
I've been posting this elsewhere. Thought it deserves a spot in this thread:																											
Here's a modified white_usa_'s post:																											
So how on earth did Jews manage to convince white liberals and conservatives that it is a good idea to flood white nations with non-whites	 even though we see with our own eyes that nonwhites are clearly genetically inferior	 with some almost borderline human?																									
Jews accomplished this through psychological conditioning	 and using a psychological principle called Propinquity Effect when different races get together socially (in work places	 offices	 schools	 etc.). Jews also have conditioned us Whites to sell out our own people by the way of money (2 articles)	" plus the 3rd article explaining other factors: The War Against Whites Is Massively Incentivized and """"The Other Racial Spoils System"""" and Special Sections on White Pathology"																						
Jews were among the pioneers in the field of human psychology. Early on they have discovered that humans can be conditioned to believe in almost anything	 even when those beliefs defy observable reality	 as is the case with nonwhites.																									
That was the reason why Jews bought leading newspapers	 such as the New York Times and Washington Post	 took control of TV networks and cable channels and took over the academia. Today	 our people are exposed to Jewish endless cradle-to-grave conditioning that starts in kindergarten.																								
And what are perfidious Jews mercilessly pounding in our heads?That these nonwhites are our equals!																											
Another poster	 white envoy	 expanded my modified post:																									
And to add to that information	 have any of you ever wondered when you try to awaken a family member	 friend	 or acquaintance to the jewish question or racial problems and who is responsible for them	 why you may encounter blank stares	 silence	" they don't engage on the topic in one way or another? Or maybe they """"gotta go"""""	 and even avoid contact with you in the future? And practically everyone we've tried to wake up	 exhibits the very same reactions to us? 																			
We've all heard the term cognitive dissonance. We understand it to be a term that describes an inability or refusal to see things around us even if they may be harmful to us. Well	 cognitive dissonance is much more than that. Cognitive dissonance is a program of psychological warfare perfected by jews to prevent those they have indoctrinated	 from being able to consider an alternate view when it is presented to them. The jewsmedia provides the climate to create cognitive dissonance due to their relentless indoctrination	 on all venues of information	 of it's viewers / readers.																							
Cognitive dissonance happens when a person is confronted with new information that conflicts with existing beliefs	 ideas	 or values they have. All of their beliefs	 ideas	 and values have been programmed into them by the jews	 who control all information we receive. The more deeply one holds or values any belief	 the greater the magnitude of the cognitive dissonance. This is why people	 again	 relentlessly indoctrinated by jewsmedia	 ie TV	 Hollywood	 academia	 etc.	 for the whole of their lives	 cant or wont listen or see the truth of any evil activity jews are behind. They literally shut down. They won't think about it. They won't acknowledge irrefutable evidence presented to them. They won't discuss it. They allow the media	 or whatever the source of jew information	 do the thinking for them.											
Humans seek internal consistency. When one explains whats really happening	 it is totally inconsistent with their established belief system. This is what we're up against. They think they know it all	 but are fooled	 and they won't listen. Maybe they'll never wake up. Only forced deprogramming can wake up one who refuses to see what's right in front of them. Instead	 they abandon the conversation rather than investigate any information given. It's cognitive dissonance.																							
The jews deliberately formulated this tactic to inculcate this inability to think in those who are compelled by their indoctrination to believe the omni-present jewish view of things. To their credit	 jews have invented psychoanalysis	 psychotherapy	 psychiatry	 and all those pseudo-intellectual sciences	 mostly to aid them in their agenda to rule over us	 and cognitive dissonance is just another part of that mind-game genre jews are so proud of. Jews have researched it	 then implemented it because they knew what the outcome would be. It protects them from discovery. It hides them in plain sight. 																				
In Wikipedia	 a site where jews many times distort information in their favor	 because it is run	 moderated	 and audited by jews	" there is an interesting page on """"cognitive dissonance"""". They proudly display the grinning jew who researched cognitive dissonance and it's ramifications and detrimental effects on normal thinking people"	 which makes it near impossible to get the truth through to them. Cognitive dissonance - Wikipedia	 the free encyclopedia																				
.																											
																											
																											
																											
																											
__________________.Individuals	 businesses/corporations	 governments at all levels	" MUST borrow from banks in order to get money created.  Byron Dale""""Money is created when loans are issued and debts incurred; money is extinguished when loans are re-paid."""" John B HendersonMoney that one uses to pay interest on a loan has been created somewhere else in the economy by another loan. John M Yetter""""Our national circulating medium [i.e. dollars] is at the mercy of loan transactions of banks"	 which lend	 not money	" but promises to supply money they do not possess."""" Irving FisherMoney Reform Thread"																					
																											
																											
"
Wolvater,04-23-2015,08:33 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
it´s not babyboomers or whatever	 white people have been programed to deny reality by the jews thought C*********ty. the subconscious is a big deal of our behavior. Television PROGRAMS program you by telling when to laugh	 when to be angry and when to feel sorry. Have you ever watched a sitcom with the back ground laughs and reactions																									
																											
																											
																											
																											
"
celticlady6,04-23-2015,09:20 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
I was without tv service for four years. With the exception of major news reports; have not really missed it	 and have become much better read and educated.																										
It is a means of mind control	 no doubt. Propaganda machine	 too.																									
																											
																											
"
Aesculapius,04-23-2015,10:47 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by Wolvater																											
																											
																											
it´s not babyboomers or whatever	 white people have been programed to deny reality by the jews thought C*********ty. the subconscious is a big deal of our behavior. Television PROGRAMS program you by telling when to laugh	 when to be angry and when to feel sorry. Have you ever watched a sitcom with the back ground laughs and reactions																									
																											
																											
"I always had a problem with that laugh track... never liked the """"humor"""" of the Marx Brothers or other sitcoms. They were training us to laugh at cruelty"	 at the misfortunes of others	 which I deplored. 																									
Haven't really watched TV since I left my family of origin... 50 years ago. When I see even a little of it	" I find it is not at all appealing to me. It appears television is attempting to condition us to accept the """"bad guy"""" as """"hero"""""	" the """"good guy"""" as a fool"	" and dishonesty and violence as the """"norm"""". Bleech!"																								
																											
																											
"
Racial Faction,04-24-2015,06:57 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
"Not sure if anyone posted this yet. From a book published in 1928 titled """"Propaganda"""" by the Jew Edward Bernays:"																											
																											
Quote:																											
																											
The conscious and intelligent manipulation of the organized habits and opinions of the masses is an important element in democratic society. Those who manipulate this unseen mechanism of society constitute an invisible government which is the true ruling power of our country.																											
We are governed	 our minds are molded	 our tastes are formed	 our ideas suggested largely by men we have never heard of. This is a logical result of the way in which our democratic society is organized. Vast numbers of human beings must cooperate in this manner if they are to live together as a smoothly functioning society...																								
Whatever attitude one chooses to take toward this condition	 it remains a fact that in almost every act of our daily lives	 whether in the sphere of politics or business	 in our social conduct or our ethical thinking	 we are dominated by the relatively small number of persons... who understand the mental processes and social patterns of the masses. It is they who pull the wires which control the public mind	 who harness old social forces and contrive new ways to bind and guide the world...																						
Sometimes the effect on the public is created by a professional propagandist	 sometimes by an amateur deputed for the job. The important thing is that it is universal and continuous; and in its sum total is regimenting the public mind every bit as much as an army regiments the bodies of its soldiers...																										
The systematic study of mass psychology revealed to students the potentialities of invisible government of society by manipulation of the motives which actuate man in the group... So the question naturally arose: If we understand the mechanism and motives of the group mind is it not possible to control and regiment the masses according to our will without their knowing it?																											
The recent practice of propaganda has proved that it is possible	 at least up to a certain point and within certain limits...																										
No serious sociologist believes any longer that the voice of the people expresses any divine or especially wise and lofty idea. The voice of the people expresses the mind of the people	 and that mind is made up for it by the group leaders in whom it believes and by those persons who understand the manipulation of public opinion...																										
Whether in the problem of getting elected to office or in the problem of interpreting and popularizing new issues	 or in the problem of making the day-to-day administration of public affairs a vital part of the community life	 the use of propaganda	 carefully adjusted to the mentality of the masses	 is an essential adjunct of political life.																							
																											
																											
																											
																											
																											
"
ssvanguard,04-24-2015,07:06 PM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
I believe people of weaker intelligence are a lot easier to be brainwashed. Those who are alot rational are more guarded. People allow the TV to think for them.																											
																											
																											
																											
																											
																											
Last edited by ssvanguard; 04-24-2015 at 07:58 PM.																											
																											
																											
																											
"
OLYMPUS,04-25-2015,04:52 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by ssvanguard																											
																											
																											
I believe people of weaker intelligence are a lot easier to be brainwashed. Those who are alot rational are more guarded. People allow the TV to think for them.																											
																											
																											
we are all the same	" one race"""" "																										
Nature does not recognize equality	 only Marxists do.																										
																											
																											
"
White GeNOcide,04-25-2015,08:30 AM,"																											
																											
																											
Re: How We Get Brainwashed!																											
																											
																											
																											
																											
Quote:																											
																											
																											
Originally Posted by ssvanguard																											
																											
																											
I believe people of weaker intelligence are a lot easier to be brainwashed. Those who are alot rational are more guarded. People allow the TV to think for them.																											
																											
																											
I think you're probably right so far as the cultural brainwashing this thread is addressing.																											
But I've read at least that in prisoner of war scenarios it's the less educated who resist brainwashing the best.																											
Hm	 I guess that's true today of the cultural brainwashing also.																										
I think a lot of people would be surprised how much their usual rational minds could be bent if they fall into the hands of skilled interrogators (so many false confessions result)	 or in the right circumstances	 even well-trained and very experienced sales teams. I had an experience of the latter kind that was a revelation to me. Don't let those types ever get you alone in a closed room!  It took me a year or two of exhausting struggle to extricate myself from the result...fortunately	 the one governmental entity in Mexico that seems to not be corrupt is their federal consumer protection agency. But you have to show them that you really care!																								
I know that almost all of you will think that your minds are much stronger than that (as I did before my experience). Some of you are right about that	 and some of you are wrong.																										
A fascinating organ	 the human mind	 whose functioning can be disrupted like any other.																									
																											
																											
																											
																											
__________________.White self-hatred is SICK!!!Anti-racist is a code word for anti-White'Diversity' means chasing down the last White personAsia for the Asians	 Africa for the Africans	 White countries for EVERYBODY .																									
